HBO,HHB,CCO,a,b,ID
87.1660280027713,7.901872424407122,12.020802574464264,3.960577450343729,2.0985009637292986,16001
44.6660280027713,25.40187242440712,3.0208025744642626,2.4105774503437285,0.5985009637292988,16002
65.9160280027713,16.651872424407124,16.520802574464263,3.185577450343729,2.848500963729299,16003
23.4160280027713,34.15187242440712,7.520802574464264,1.6355774503437286,1.3485009637292988,16004
34.0410280027713,21.02687242440712,18.770802574464266,1.2480774503437286,3.223500963729299,16005
76.5410280027713,38.526872424407124,9.770802574464264,2.7980774503437287,1.7235009637292988,16006
55.2910280027713,12.276872424407122,5.270802574464264,3.573077450343729,2.4735009637292986,16007
97.7910280027713,29.77687242440712,14.270802574464264,2.0230774503437288,0.9735009637292988,16008
18.1035280027713,14.464372424407122,8.645802574464264,2.9918274503437283,0.4110009637292988,16009
60.6035280027713,31.96437242440712,17.645802574464263,1.4418274503437285,1.9110009637292988,16010
81.8535280027713,5.714372424407122,4.145802574464263,2.216827450343729,1.1610009637292988,16011
39.3535280027713,23.21437242440712,13.145802574464264,3.766827450343729,2.661000963729299,16012
28.7285280027713,10.089372424407122,15.395802574464264,2.6043274503437286,1.5360009637292988,16013
71.2285280027713,27.58937242440712,6.395802574464264,4.154327450343729,3.036000963729299,16014
49.9785280027713,18.839372424407124,10.895802574464264,1.8293274503437287,0.7860009637292988,16015
92.4785280027713,36.33937242440712,19.895802574464266,3.379327450343729,2.2860009637292986,16016
95.1347780027713,17.745622424407124,18.208302574464266,3.669952450343729,1.4422509637292988,16017
52.6347780027713,35.24562242440712,9.208302574464264,2.1199524503437286,2.942250963729299,16018
73.8847780027713,8.995622424407122,13.708302574464264,1.3449524503437287,0.6922509637292988,16019
31.3847780027713,26.49562242440712,4.708302574464263,2.8949524503437285,2.1922509637292986,16020
42.0097780027713,39.62062242440712,6.958302574464264,3.282452450343729,1.0672509637292988,16021
84.5097780027713,22.12062242440712,15.958302574464264,1.7324524503437286,2.5672509637292986,16022
63.2597780027713,13.370622424407122,2.4583025744642626,4.057452450343729,1.8172509637292988,16023
20.7597780027713,30.87062242440712,11.458302574464264,2.5074524503437283,0.3172509637292988,16024
15.4472780027713,11.183122424407122,3.5833025744642626,1.9262024503437285,2.754750963729299,16025
57.9472780027713,28.68312242440712,12.583302574464264,3.476202450343729,1.2547509637292988,16026
79.1972780027713,19.933122424407124,8.083302574464264,2.701202450343729,2.0047509637292986,16027
36.6972780027713,37.433122424407124,17.083302574464263,1.1512024503437286,0.5047509637292988,16028
26.0722780027713,15.558122424407122,10.333302574464264,2.3137024503437287,2.3797509637292986,16029
68.5722780027713,33.05812242440712,19.333302574464266,3.863702450343729,0.8797509637292988,16030
47.3222780027713,6.808122424407122,14.833302574464264,3.0887024503437286,3.129750963729299,16031
89.8222780027713,24.30812242440712,5.833302574464264,1.5387024503437285,1.6297509637292988,16032
91.1504030027713,17.198747424407124,4.989552574464263,2.5558899503437287,0.8328759637292988,16033
48.6504030027713,34.69874742440712,13.989552574464264,4.1058899503437285,2.3328759637292986,16034
69.9004030027713,8.448747424407122,9.489552574464264,1.7808899503437288,1.5828759637292988,16035
27.4004030027713,25.94874742440712,18.489552574464266,3.330889950343729,3.082875963729299,16036
38.0254030027713,12.823747424407122,11.739552574464264,2.943389950343729,1.2078759637292988,16037
80.5254030027713,30.32374742440712,2.7395525744642626,1.3933899503437286,2.707875963729299,16038
59.2754030027713,21.57374742440712,16.239552574464263,2.1683899503437285,0.4578759637292988,16039
16.7754030027713,39.073747424407124,7.239552574464264,3.718389950343729,1.9578759637292988,16040
22.0879030027713,6.261247424407122,17.364552574464263,1.1996399503437285,2.5203759637292986,16041
64.5879030027713,23.76124742440712,8.364552574464264,2.7496399503437283,1.0203759637292988,16042
85.8379030027713,15.011247424407122,12.864552574464264,3.524639950343729,3.270375963729299,16043
43.3379030027713,32.51124742440712,3.8645525744642626,1.9746399503437286,1.7703759637292988,16044
32.7129030027713,19.386247424407124,6.114552574464264,3.912139950343729,2.895375963729299,16045
75.2129030027713,36.88624742440712,15.114552574464264,2.3621399503437286,1.3953759637292988,16046
53.9629030027713,10.636247424407122,19.614552574464266,3.137139950343729,2.1453759637292986,16047
96.4629030027713,28.13624742440712,10.614552574464264,1.5871399503437287,0.6453759637292988,16048
93.8066530027713,9.542497424407122,7.802052574464264,2.2652649503437283,3.176625963729299,16049
51.3066530027713,27.04249742440712,16.802052574464263,3.815264950343729,1.6766259637292988,16050
72.5566530027713,18.292497424407124,3.3020525744642626,3.0402649503437287,2.4266259637292986,16051
30.0566530027713,35.79249742440712,12.302052574464264,1.4902649503437286,0.9266259637292988,16052
40.6816530027713,13.917497424407122,14.552052574464264,1.8777649503437286,2.0516259637292986,16053
