HBO,HHB,CCO,a,b,ID
15.5717897215213,15.541032580657122,9.375294761964264,3.798614559718729,1.4027001824792988,15001
58.0717897215213,33.04103258065712,18.375294761964266,2.2486145597187286,2.902700182479299,15002
79.3217897215213,6.791032580657122,4.875294761964263,1.4736145597187287,0.6527001824792988,15003
36.8217897215213,24.29103258065712,13.875294761964264,3.0236145597187285,2.1527001824792986,15004
26.1967897215213,11.166032580657122,16.125294761964263,3.411114559718729,1.0277001824792988,15005
68.6967897215213,28.66603258065712,7.125294761964264,1.8611145597187286,2.5277001824792986,15006
47.4467897215213,19.916032580657124,11.625294761964264,4.186114559718729,1.7777001824792988,15007
89.9467897215213,37.416032580657124,2.6252947619642626,2.6361145597187283,3.277700182479299,15008
91.2749147215213,12.806657580657122,8.531544761964264,1.4251770597187285,2.5745751824792986,15009
48.7749147215213,30.30665758065712,17.531544761964263,2.9751770597187286,1.0745751824792988,15010
70.0249147215213,21.55665758065712,4.031544761964263,3.750177059718729,0.3245751824792988,15011
27.5249147215213,39.056657580657124,13.031544761964264,2.2001770597187287,1.8245751824792988,15012
38.1499147215213,17.181657580657124,15.281544761964264,4.13767705971873,2.949575182479299,15013
80.6499147215213,34.68165758065712,6.281544761964264,2.587677059718729,1.4495751824792988,15014
59.3999147215213,8.431657580657122,10.781544761964264,3.362677059718729,2.1995751824792986,15015
16.8999147215213,25.93165758065712,19.781544761964266,1.8126770597187285,0.6995751824792988,15016
22.2124147215213,19.369157580657124,14.156544761964264,2.3939270597187283,0.8870751824792988,15017
64.7124147215213,36.86915758065712,5.156544761964263,3.943927059718729,2.3870751824792986,15018
85.9624147215213,10.619157580657122,18.656544761964266,1.6189270597187286,1.6370751824792988,15019
43.4624147215213,28.11915758065712,9.656544761964264,3.168927059718729,3.137075182479299,15020
32.8374147215213,6.244157580657122,2.9065447619642626,2.7814270597187285,1.2620751824792988,15021
75.3374147215213,23.74415758065712,11.906544761964264,1.2314270597187287,2.762075182479299,15022
54.0874147215213,14.994157580657122,7.406544761964264,2.0064270597187286,0.5120751824792988,15023
96.5874147215213,32.49415758065712,16.406544761964263,3.556427059718729,2.0120751824792986,15024
93.9311647215213,13.900407580657122,4.594044761964263,3.459552059718729,1.7308251824792988,15025
51.4311647215213,31.40040758065712,13.594044761964264,1.9095520597187288,3.230825182479299,15026
72.6811647215213,5.150407580657122,9.094044761964264,1.1345520597187286,0.9808251824792988,15027
30.1811647215213,22.65040758065712,18.094044761964266,2.6845520597187287,2.4808251824792986,15028
